Title,URL,Category,Sub-Category,Skills,Rating,Organization
Inspired Leadership Specialization,https://www.coursera.org/specializations/inspired-leadership,Business,Leadership and Management,"Emotional Intelligence, Coaching, Appreciative Inquiry, Leadership, Negotiation, Mindfulness, Assertiveness, Communication, Active Listening, Change Management, Positive Psychology, Facilitation, ",4.8,Coursera
Marketing Strategy Specialization,https://www.coursera.org/specializations/marketing-strategy,Business,Marketing,"Marketing Plan, Market Research, Positioning (Marketing), Value Proposition, Consumer Behaviour, Data Analysis, Market Segmentation, Marketing Process, Market Analysis, Planning, Marketing Strategy, ",4.4,Coursera
Health Informatics Specialization,https://www.coursera.org/specializations/health-informatics,Health,Health Informatics,"Data Science, Decision Support System, Health Informatics, Health Care, Informatics, health, Digital Health, Decision Analysis, Information Technology Planning, Strategic Leadership, Knowledge Acquisition, Decision Tree, ",4.4,Coursera
Robotics Specialization,https://www.coursera.org/specializations/robotics,Physical Science and Engineering,Electrical Engineering,"Motion Planning, Particle Filter, Matlab, Robotics, Quadcoper, Automated Planning And Scheduling, A* Search Algorithm, Serial Line Internet Protocol (SLIP), Robot, Computer Vision, Estimation, Random Sample Consensus (Ransac), ",4.3,Coursera
Management Consulting Specialization,https://www.coursera.org/specializations/managementconsulting,Business,Leadership and Management,"Management Consulting, Presentation, Problem Solving, Consulting, Recruiting, Business Case, Business Analytics, Case interview, interviewing, Project Management, Data Analysis, Lean Six Sigma, ",4.8,Coursera
Machine Learning Specialization,https://www.coursera.org/specializations/machine-learning,Data Science,Machine Learning,"Data Clustering Algorithms, Machine Learning, Classification Algorithms, Decision Tree, Python Programming, Machine Learning Concepts, Deep Learning, Linear Regression, Ridge Regression, Lasso (Statistics), Regression Analysis, Logistic Regression, ",4.7,Coursera
Professional Skills for the Workplace Specialization,https://www.coursera.org/specializations/professional-skills-for-the-workplace,Business,Business Essentials,"Emotional Intelligence, Adaptability, Problem Solving, Growth Strategies, Resiliency, Critical Thinking, Decision-Making, Brainstorming, Personal Advertisement, Planning, Resilience, ",4.7,Coursera
Introduction to Computer Science and Programming Specialization,https://www.coursera.org/specializations/introduction-computer-science-programming,Computer Science,Software Development,"Computer Graphics (CG), Problem Solving, Mathematics, JavaScript, Computer Programming, ",4.2,Coursera
C# Programming for Unity Game Development Specialization,https://www.coursera.org/specializations/programming-unity-game-development,Computer Science,Software Development,"Video Game Development, C Sharp (C#) (Programming Language), Unity (User Interface), Game Programming, Crt0, For Loop, Console Applications, Foreach Loop, ",4.7,Coursera
Artificial Intelligence: an Overview Specialization,https://www.coursera.org/specializations/artificial-intelligence-overview,Computer Science,Algorithms,"Artificial Intelligence (AI), Ethical issues of artificial intelligence, Machine Learning, Legal issues of artificial intelligence, ",4.7,Coursera
Embedding Sensors and Motors Specialization,https://www.coursera.org/specializations/embedding-sensors-motors,Physical Science and Engineering,Electrical Engineering,"sensor integration, firmware, motor design, embedded engineering, hardware, Analog hardware, Pressure and force sensors, Sensor architecture, PSoc Programming, Circuit Design, Sensor manufacturing, PID control, ",4.6,Coursera
Expressway to Data Science: Essential Math Specialization,https://www.coursera.org/specializations/expressway-to-data-science-essential-math,Math and Logic,Math and Logic,"Derrivatives, Integrals, Matrix Algebra, Diagonalization, Numerical Analysis, Derivatives, Algebra, Singular Value Decomposition (SVD), root-finding, Partial Derivative, matrix diagonalization, ",4.5,Coursera
Everyday Excel Specialization,https://www.coursera.org/specializations/everyday-excel,Computer Science,Design and Product,"Spreadsheet, Microsoft Excel, Problem Solving, Project, computing, Data Management, Real World, Real-world projects, ",4.7,Coursera
C Programming with Linux Specialization,https://www.coursera.org/specializations/c-programming-linux,Computer Science,Software Development,"Linux, Debugging, Algorithms, Software Engineering, C Programming, Computer Programming, Computer Science, Compiler, computer programs/algorithms, Command-Line Interface, ",4.7,Coursera
Blockchain Revolution in Financial Services Specialization,https://www.coursera.org/specializations/blockchain-financial-services,Computer Science,Computer Security and Networks,"Collaborative Working Environment, Blockchain (Database), Open Collaboration, Access Structure, Object Binding, Alcatel Business Communications, Centurylink, Base Address, ",4.7,Coursera
The Pronunciation of American English Specialization,https://www.coursera.org/specializations/american-english-pronunciation,Language Learning,Learning English,"English Language, Pronunciation, ",4.8,Coursera
Managing Cybersecurity Specialization,https://www.coursera.org/specializations/managing-cybersecurity,Information Technology,Security,"Security Management, Network Security, Risk Management, Security Governance, Computer Security Incident Management, Security vulnerabilities and treatments, Threats to cybersecurity, Cybersecurity terminology, cybersecurity program elements, Cybersecurity planning, Cybersecurity performance measurement, Risk identification, ",4.8,Coursera
Digital Manufacturing & Design Technology  Specialization,https://www.coursera.org/specializations/digital-manufacturing-design-technology,Physical Science and Engineering,Electrical Engineering,"Artificial Intelligence (AI), Digital Design, Manufacturing Engineer, Industry 4.0, ",4.6,Coursera
Epidemiology in Public Health Practice Specialization,https://www.coursera.org/specializations/professional-epidemiology,Health,Public Health,"Outbreak investigation, Public Health Surveillance, visualization, Statistics, Epidemiology, Estimation, Geographic Information System (GIS), Statistical Methods, Data Collection, surveillance, Disease Surveillance, Data Analysis, ",4.7,Coursera
Social Media Marketing Specialization,https://www.coursera.org/specializations/social-media-marketing,Business,Marketing,"Business Planning, Digital Marketing, Social Media Marketing, Influencer Marketing, Analytics, Social Marketing, Social Network, Social Media, Marketing Strategy, Writing, A/B Testing, Budget, ",4.7,Coursera
Managerial Economics and Business Analysis  Specialization,https://www.coursera.org/specializations/managerial-economics-business-analysis,Business,Finance,"Economics, Supply And Demand, Statistical Analysis, Statistical Hypothesis Testing, Consumer Behaviour, Cost, Externality, Game Theory, Market (Economics), Interest Rate, Supply Chain, Data Analysis, ",4.7,Coursera
Sustainability Analyst Fundamentals Specialization,https://www.coursera.org/specializations/sustainability-analyst,Physical Science and Engineering,Environmental Science and Sustainability,"Presentation, Data Analysis, Sustainability, Business Writing, Project Management, Spreadsheet, Business Communication, Professional Development, Problem Solving, Sustainable Business, Communication, Project Planning, ",4.1,Coursera
Interaction Design Specialization,https://www.coursera.org/specializations/interaction-design,Computer Science,Design and Product,"Storyboarding, Heuristic Evaluation, R Programming, A/B Testing, Rapid Prototyping, Paper Prototyping, User Experience (UX), User Experience Design (UXD), User Interface, User Research, Persona (User Experience), Human–Computer Interaction, ",4.5,Coursera
Introductory C Programming Specialization,https://www.coursera.org/specializations/c-programming,Computer Science,Software Development,"Software Development Process, Algorithms, Software Engineering, C Programming, Computer Programming, Programming Language Concepts, Problem Solving, Compiler, Debugging, ",4.6,Coursera
Learn English: Intermediate Grammar Specialization,https://www.coursera.org/specializations/intermediate-grammar,Language Learning,Learning English,"English Grammar, Perfect Tenses, English Language, Adjective, Grammar, Writing, Apposition, ",4.8,Coursera
How to Play Guitar Specialization,https://www.coursera.org/specializations/play-guitar,Arts and Humanities,Music and Art,"Music, Guitar scales, guitar performance, Guitar chords, Guitar, Tablature, Music notation, playing guitar, Ear Training, Performance Techniques, ",4.8,Coursera
Spring Framework Specialization,https://www.coursera.org/specializations/spring-framework,Computer Science,Software Development,"Spring Framework, Netflix OSS, Java Programming, Spring Configuration, Spring Data, Spring Configuration Techniques, Inversion Of Control, Dependency Injection, Junit, Restful services, Spring Boot, Spring Support for JPA, ",3.9,Coursera
Investment and Portfolio Management Specialization,https://www.coursera.org/specializations/investment-portolio-management,Business,Finance,"Performance Attribution, Behavioral Finance, Financial Markets, Behavioral Economics, Bond Valuation, Finance, Investment, Risk Management, Portfolio Construction, Risk Analysis, Portfolio Optimization, Cognitive Bias, ",4.5,Coursera
Coaching Skills for Managers Specialization,https://www.coursera.org/specializations/coaching-skills-manager,Business,Leadership and Management,"Active Listening, Communication, Management, Coaching, ",4.8,Coursera
Data Visualization & Dashboarding with R Specialization,https://www.coursera.org/specializations/jhu-data-visualization-dashboarding-with-r,Data Science,Data Analysis,"Data Science, Data Analysis, Data Visualization (DataViz), Reproducible Research, ",4.9,Coursera
Business Analytics Specialization,https://www.coursera.org/specializations/analytics,Business,Business Essentials,"Machine Learning, Analytics, Data Analysis, power bi, Rstudio, Business Analytics, R Programming, Health Care, R and RStudio, Data Cleansing and Exploration, Alteryx, Analytic Mindset, ",4.7,Coursera
An Introduction to Programming the Internet of Things (IOT) Specialization,https://www.coursera.org/specializations/iot,Physical Science and Engineering,Electrical Engineering,"Arduino, Python Programming, Internet Of Things (IOT), Raspberry Pi, Microcontroller, Embedded System Design, Wireshark, C Programming, Debugging, Computer Programming, Application Programming Interfaces (API), ",4.7,Coursera
Software Testing and Automation Specialization,https://www.coursera.org/specializations/software-testing-automation,Computer Science,Software Development,"Black-box Testing Techniques, White-box Testing Techniques, Unit Testing, Static Analysis, Testing Automation, Writing Test Plans, Writing Defect Reports, Understanding of Testing Theory, Writing Tests, Testing Vocabulary, Executing Tests, Software Testing, ",4.1,Coursera
Linux and Private Cloud Administration on IBM Power Systems Specialization,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems,Information Technology,Cloud Computing,"System Administration, Red Hat Enterprise Linux, virtualization, IBM Power Systems, Cloud Computing, Red Hat Linux, Linux, IBM PowerVC, infrastructure as a service, Openstack, IBM Cloud, ",4.8,Coursera
Power Electronics Specialization,https://www.coursera.org/specializations/power-electronics,Physical Science and Engineering,Electrical Engineering,"Understand the fundamentals of magnetic components including inductors and transformers, Design and optimize inductors and transformers for switched-mode power converters, Analyze and model losses in magnetic components, ",4.8,Coursera
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,Data Science,Machine Learning,"Describe fundamental principles of machine learning on Azure, Describe AI workloads and considerations, Describe features of conversational AI workloads on Azure, Describe features of computer vision workloads on Azure, Describe features of Natural Language Processing (NLP) workloads on Azure, Artificial Intelligence (AI), Microsoft Azure, Machine Learning, Computer Vision, Natural Language Processing, Test Preparation, ",4.6,Coursera
Cybersecurity Specialization,https://www.coursera.org/specializations/cyber-security,Computer Science,Computer Security and Networks,"Software Testing, Cryptography, Usability, Penetration Test, Cybersecurity, Privacy, User Interface, Fuzz Testing, Buffer Overflow, Sql Injection, Number Theory, Public-Key Cryptography, ",4.6,Coursera
Cancer Biology Specialization,https://www.coursera.org/specializations/cancer-biology,Health,Basic Science,"Prostate cancer, Anatomy of metastasis, Cancer treatment, Metastasis theories, Cancer Biology, Cancer, Biology, Cancer Genetics, Molecular Biology, Cancer Stem Cells, ",4.9,Coursera
"Strategic Leadership: Impact, Change, and Decision-Making Specialization",https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,Business,Leadership and Management,"Career Fulfillment, Self Awareness, Personal Development, reflection, Learning from Failure, Strategic Leadership, Change Management, Leadership Development, Learning, Decision-Making, Management, Learning How To Learn, ",4.9,Coursera
Learn Chinese: HSK Test Preparation Specialization,https://www.coursera.org/specializations/hsk-learn-chinese,Language Learning,Other Languages,"Chinese Language, Hanyu Shuiping Kaoshi (HSK), ",4.8,Coursera
Abnormal Psychology Specialization,https://www.coursera.org/specializations/abnormal-psychology,Health,Psychology,"Motivation, History, Psychology, behavior, goal setting, ",4.8,Coursera
Business English Communication Skills Specialization,https://www.coursera.org/specializations/business-english,Language Learning,Learning English,"Business Plan, English Language, Meeting, Presentation, Email Writing, Business Communication, Communication, Professional, Writing, Negotiation, Planning, Language, ",4.8,Coursera
Statistics with Python Specialization,https://www.coursera.org/specializations/statistics-with-python,Data Science,Probability and Statistics,"Python Programming, Data Visualization (DataViz), Statistical Model, Statistical inference methods, Statistics, Data Analysis, Confidence Interval, Statistical Inference, Statistical Hypothesis Testing, Bayesian Statistics, statistical regression, ",4.6,Coursera
Conflict Management Specialization,https://www.coursera.org/specializations/conflict-management,Business,Leadership and Management,"Active Listening, Communication, Management, Cross-Cultural Communication, Assertiveness, Collaboration, ",4.5,Coursera
Big Data Specialization,https://www.coursera.org/specializations/big-data,Data Science,Data Analysis,"Big Data, Neo4j, Mongodb, Apache Spark, Apache Hadoop, Mapreduce, Cloudera, Data Model, Data Modeling, Data Management, Splunk, Machine Learning Concepts, ",4.5,Coursera
Robotic Process Automation (RPA) Specialization,https://www.coursera.org/specializations/roboticprocessautomation,Computer Science,Software Development,"Uipath, Studio, Automation, Workflow, rpa, Data Manipulation, List, Dictionary, Input Actions Automation, Selectors, Recording in Studio, User Interface Automation, ",4.7,Coursera
Healthcare Organization Operations Specialization,https://www.coursera.org/specializations/healthcare-organization-operations,Health,Healthcare Management,"Pharmacy Healthcare Organization Operations, Public Health and Wellness Healthcare Organization Operations, Medical Healthcare Organization Operations, Healthcare Administration, Dental Healthcare Organization Operations, ",4.6,Coursera
Data Mining  Specialization,https://www.coursera.org/specializations/data-mining,Data Science,Machine Learning,"Data Clustering Algorithms, Text Mining, Data Visualization (DataViz), Data Mining, Data Visualization Software, Tableau Software, Data Virtualization, Information Retrieval (IR), Document Retrieval, Machine Learning, Recommender Systems, Probabilistic Models, ",4.5,Coursera
"Python, Bash and SQL Essentials for Data Engineering Specialization",https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,Information Technology,Data Management,"Bash (Unix Shell), Database (DBMS), Web Application, Python Programming, SQL, Vim, Pandas, Visual Studio Code, Data Structure, Data Management, Linux, Web Scraping, ",4.4,Coursera
Supply Chain Finance and Blockchain Technology Specialization,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology,Business,Finance,"Blockchain Technology Implementation, Foreign Currency Risk Management, Accounts Receivable Management, Accounts Payable Management, Trade Finance Management, Marketing Supply Chain Finance Services, Designing a Supply Chain Finance Program, Risk Management of Supply Chain Finance, Financial Innovation, Blockchain Implementation in Supply Chain Finance, APIs for Trade Finance, Managing Accounts Receivable and Accounts Payable with Blockchain, ",4.6,Coursera
Oracle SQL Databases Specialization,https://www.coursera.org/specializations/oracle-sql-databases,Information Technology,Data Management,"Insert and Modify Oracle SQL Databases, Delete from Oracle SQL Databases, Create Oracle SQL Databases, ",4.6,Coursera
Machine Learning for Trading Specialization,https://www.coursera.org/specializations/machine-learning-trading,Data Science,Machine Learning,"Finance, Trading, Investment, Machine Learning applied to Finance, Algorithmic Trading, Python Programming, Machine Learning, Reinforcement Learning Model Development, Reinforcement Learning Trading Algorithm Optimization, Reinforcement Learning Trading Strategy Development, Reinforcement Learning Trading Algo Development, ",3.9,Coursera
Software Development Lifecycle Specialization,https://www.coursera.org/specializations/software-development-lifecycle,Computer Science,Software Development,"Lean Software Development, Kanban, Agile Software Development, Software Development Process, Software Development Kit (SDK), Scrum (Software Development), Application Security, Software Architecture, Software Testing, Software Design, Software Quality, ",4.6,Coursera
Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization,https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering,Physical Science and Engineering,Mechanical Engineering,"Computer-Aided Engineering (CAE), Manufacturing Process Management, Computed Aided Design, Computer-Aided Manufacturing, Mechanical Engineering, Autodesk, Engineering, Fusion 360, Computer-Aided Design (CAD), Modeling, Simulation, Engineering Design, ",4.8,Coursera
Design of Experiments Specialization,https://www.coursera.org/specializations/design-experiments,Data Science,Probability and Statistics,"Experimental Design, statistical Methods for Process and Product improvement, design of experiments, experiment design, designing experiments, ",4.7,Coursera
Creativity and AI Specialization,https://www.coursera.org/specializations/creativity-ai,Computer Science,Design and Product,"Artificial Intelligence (AI), Innovation Strategies, Design Thinking, Business Applications, Applied Creativity, Machine Learning, Computational Creativity, Theories of Creativity, Organizational Transformation, ",4.6,Coursera
Strategic Management and Innovation Specialization,https://www.coursera.org/specializations/strategic-management,Business,Business Strategy,"Strategic Management, Strategy Implementation, Strategic Thinking, Business Strategy, Strategic Planning, Decision-Making, Performance Management, ",4.7,Coursera
"Hotel Management: Distribution, Revenue and Demand Management Specialization",https://www.coursera.org/specializations/hotel-management,Business,Leadership and Management,"Pricing, Revenue Management, Forecasting, Hotel Management, Hospitality Management, Hospitality Management Studies, Segmentation Analysis, Demand Management, Asset Management, ",4.7,Coursera
Introduction to Business Specialization,https://www.coursera.org/specializations/business-introduction,Business,Business Essentials,"Strategic Planning, engagement, Storytelling, Expense Control, Leadership Style, Training And Development, Setting Objectives, Manage Expense Control, Analyze Financial Statements, Create a Forecast, Identify Capital Resources, Effective Use of Labor, ",4.6,Coursera
Entrepreneurial Finance: Strategy and Innovation Specialization,https://www.coursera.org/specializations/entrepreneurial-finance,Business,Entrepreneurship,"Blockchains, Entrepreneurial Finance, Entrepreneurship, Venture Capital, Finance, Valuation (Finance), Startup Company, Cash Flow Analysis, Microsoft Excel, Venture Capital Financing, Cryptocurrency, Business Model, ",4.5,Coursera
Learning Linux for LFCA Certification Specialization,https://www.coursera.org/specializations/linux-for-lfca-certification,Computer Science,Software Development,"creating links to files and directories, updating packages, managing Linux File Systems, filtering text files, applying permissions, Cybersecurity, Information Technology, Linux, Virtual Machine, Version Control, Hypervisor, Use Case, ",4.5,Coursera
Getting started with Google Workspace Specialization,https://www.coursera.org/specializations/getting-started-with-google-workspace,Information Technology,Cloud Computing,"Communication, Spreadsheet Software, Collaboration, ",4.8,Coursera
First Principles of Computer Vision Specialization,https://www.coursera.org/specializations/firstprinciplesofcomputervision,Computer Science,Algorithms,"perception, features and boundaries, Object Recognition, Camera and imaging, 3d reconstruction, Fourier Transform, High-Dynamic-Range (HDR) Imaging, Image Formation, Convolution and Deconvolution, Working Principles of a Camera, Scale Space, Active Contours, ",4.8,Coursera
Machine Learning and Reinforcement Learning in Finance Specialization,https://www.coursera.org/specializations/machine-learning-reinforcement-finance,Data Science,Machine Learning,"Predictive Modelling, Financial Engineering, Machine Learning, Tensorflow, Reinforcement Learning, option pricing and risk management, simple model for market dynamics, Q-learning using financial problems, optimal trading, Portfolio Optimization, ",3.7,Coursera
"Negotiation, Mediation and Conflict Resolution Specialization",https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,Business,Leadership and Management,"Communication, Negotiation, Planning, Cross-Cultural Communication, ",4.7,Coursera
Fundamentals of Computing Specialization,https://www.coursera.org/specializations/computer-fundamentals,Computer Science,Software Development,"Recursion, Algorithms, Python Programming, Dynamic Programming, Programming Principles, Python Syntax And Semantics, Computer Programming, Logic Programming, Object-Oriented Programming (OOP), Combinatorics, Tree (Data Structure), Graph Theory, ",4.8,Coursera
Executive Data Science Specialization,https://www.coursera.org/specializations/executive-data-science,Data Science,Data Analysis,"Data Science, Data Management, Data Analysis, Communication, Leadership, Machine Learning, Project, Team Building, Management, Team Management, Interpretation, Exploratory Data Analysis, ",4.5,Coursera
Django for Everybody Specialization,https://www.coursera.org/specializations/django,Computer Science,Mobile and Web Development,"Cascading Style Sheets (CSS), HTML, JavaScript, SQL, Django (Web Framework), Hypertext Transfer Protocol (HTTP), Django Template Language, GET & POST, Object-Oriented Programming (OOP), Cross-Site Scripting Forgery (CSRF), User authentication, Sessions and cookies, ",4.7,Coursera
Social Media Marketing in Practice Specialization,https://www.coursera.org/specializations/social-media-marketing-practice,Business,Marketing,"Digital transformation, Digital Marketing, Social Media Marketing, Content Marketing, Digital Strategy, Choose social media platforms and tools, Set up a social media experience for a business, Share and promote social content, Build and sustain a social media community, Plan a social media advertising strategy, Set up advertising on Snapchat, Uncover campaign insights using native Facebook and Snapchat analytics tools, ",4.5,Coursera
Agile Leadership Specialization,https://www.coursera.org/specializations/agile-leadership-change-management,Business,Leadership and Management,"Agile Leadership, Agile Management, Scrum (Software Development), Change Management, Project Management, ",4.7,Coursera
Palliative Care Always Specialization,https://www.coursera.org/specializations/palliative-care-always,Health,Patient Care,"Transition to Hospice, Palliative Care, Supportive Care, Symptom Assessment and Management, Effective Communication, Self-Care, Communication, Psychosocial Support, Goals of Care/ACP, symptom management, patient-centered care, Symptom Assessment, ",4.4,Coursera
Fundamentals of Flight mechanics Specialization,https://www.coursera.org/specializations/flight-mechanics-fundamentals,Physical Science and Engineering,Physics and Astronomy,"Airplane conception and validation, Flight dynamics, Applied aerodynamics, Aerospace Engineering, Flight mechanics, ",4.8,Coursera
Leading: Human Resource Management and Leadership Specialization,https://www.coursera.org/specializations/hr-management-leadership,Business,Leadership and Management,"Strategic Thinking, Human Resources (HR), Visionary leadership, Organisational design, Value Chain, Organisational leadership, Organisational alignment, Change planning, Motivation, Diversity and Inclusion, Communication, Staff Management, ",4.9,Coursera
Data Warehousing for Business Intelligence Specialization,https://www.coursera.org/specializations/data-warehousing,Data Science,Data Analysis,"Pentaho, Data Visualization (DataViz), Data Warehouse, SQL, Database (DB) Design, Entity–Relationship (E-R) Model, Database (DBMS), Extraction, Transformation And Loading (ETL), Data Integration, Data Warehousing, Materialized View, Business Intelligence, ",4.5,Coursera
FinTech: Finance Industry Transformation and Regulation Specialization,https://www.coursera.org/specializations/fintech,Business,Business Strategy,"Cryptocurrency, Financial Technology, fintech disruption, Blockchain, ",4.7,Coursera
Digital Signal Processing Specialization,https://www.coursera.org/specializations/digital-signal-processing,Physical Science and Engineering,Electrical Engineering,"Convulsion, Data Transmission, Audio processing, Ipython, Fourier Analysis, ",4.6,Coursera
Data Science: Statistics and Machine Learning Specialization,https://www.coursera.org/specializations/data-science-statistics-machine-learning,Data Science,Data Analysis,"Machine Learning, Github, R Programming, Regression Analysis, Data Visualization (DataViz), Statistics, Statistical Inference, Statistical Hypothesis Testing, Model Selection, Generalized Linear Model, Linear Regression, Random Forest, ",4.6,Coursera
"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization",https://www.coursera.org/specializations/introduction-to-biology,Physical Science and Engineering,Environmental Science and Sustainability,"Inspecting specimens, Interpreting phylogenetic trees, Examining ideas, Recording observations, Identifying species, ",4.8,Coursera
Introduction to Financial Accounting: The Accounting Cycle Specialization,https://www.coursera.org/specializations/accounting,Business,Finance,"Practical Applications, Financial Statement, Practical Applications in Accounting, Accounting Cycle, ",4.8,Coursera
Good with Words: Speaking and Presenting Specialization,https://www.coursera.org/specializations/good-with-words-speaking-and-presenting,Personal Development,Personal Development,"Persuasion, Creativity, Communication, Tact, Confidence, Poise, Advocacy, Rhythm, Problem Solving, Dynamic Movement, Resilience, Optimism, ",4.8,Coursera
Fundamentals of Immunology Specialization,https://www.coursera.org/specializations/immunology,Health,Basic Science,"Viral, Virus, Immune Deficiency, Viral Strategies, Cancer, ",4.8,Coursera
Gender Analytics: Gender Equity through Inclusive Design Specialization,https://www.coursera.org/specializations/gender-analytics,Business,Leadership and Management,"Gender Based Analysis, Analytics, Data Analysis, Design Thinking, Leadership, Business Analytics, Intersectional Analysis, Leadership Development, Innovation, Qualitative and Quantitative Data Analysis, Stakeholder Analysis, community engagement, ",4.8,Coursera
Data Science Foundations: Statistical Inference Specialization,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications,Data Science,Probability and Statistics,"Inference, Statistics, Data Science, Probability, central limit theorem, continuous random variables, Bayes' Theorem, discrete random variables, ",4.3,Coursera
Real-World Engineering Management Specialization,https://www.coursera.org/specializations/real-world-engineering-management,Business,Leadership and Management,"Engineering Manager Interviews, Engineering management, Real-World Examples, Technical Program Management, Technology Leadership, People Management, Business Strategy, Cloud Engineering, Software Engineering, Program Management, ",4.5,Coursera
Hands-on Internet of Things Specialization,https://www.coursera.org/specializations/uiuc-iot,Computer Science,Computer Security and Networks,"Python Programming, Device Programming, Raspberry Pi, Machine Learning, Internet, Internet Of Things (IOT), Wireless, Front And Back Ends, Service Discovery, ",4.6,Coursera
International Business Essentials Specialization,https://www.coursera.org/specializations/mba,Business,Business Essentials,"Delegation, Business Plan, Pest Analysis, Statistical Hypothesis Testing, Personal Branding, Leadership, Management, Management Styles, Change Management, Communication, ",4.5,Coursera
Qualitative Research Design and Methods for Public Health Specialization,https://www.coursera.org/specializations/qualitative-research-design-and-methods-for-public-health,Health,Public Health,"Qualitative Research, Public Health Research, Data Analysis, Research Design, Research Methods, ",4.8,Coursera
"Organizational Leadership in Diversity, Equity & Inclusion Specialization",https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion,Business,Leadership and Management,"DEI Strategy, Workplace Inclusion, Leadership And Management, DEI Strategic Planning, DEI Program Assessment, ",4.8,Coursera
Survey Data Collection and Analytics  Specialization,https://www.coursera.org/specializations/data-collection,Data Science,Data Analysis,"Data Collection, Cluster Sampling, R Programming, Missing Data, Data Quality, Data Analysis, Data Generating Process, ",4.3,Coursera
The Fundamentals of Personal Finance Specialization,https://www.coursera.org/specializations/personal-finance-fundamentals,Business,Business Essentials,"Personal Finance, Budget, Debt Management Plan, money, Retirement, Financial Planning (Business), Credit Score, Taxes, goal setting, saving money, setting financial goals, paying for college, ",4.6,Coursera
Financial Reporting Specialization,https://www.coursera.org/specializations/financial-reporting,Business,Business Essentials,"Accounting, Accounting Analysis, Financial Statement, ",4.7,Coursera
Salesforce Fundamentals Specialization,https://www.coursera.org/specializations/salesforce-fundamentals,Business,Business Essentials,"Data Management, Cloud Integration, Data Security, Automation, Cloud Computing, ",4.3,Coursera
Advanced Statistics for Data Science Specialization,https://www.coursera.org/specializations/advanced-statistics-data-science,Math and Logic,Math and Logic,"R Programming, Linear Regression, Statistical Hypothesis Testing, Statistics, Linear Algebra, Confidence Interval, Biostatistics, ",4.3,Coursera
How to Start Your Own Business Specialization,https://www.coursera.org/specializations/start-your-own-business,Business,Entrepreneurship,"Leadership, Lean Startup, Plan, Entrepreneurship, ",4.6,Coursera
Patient Safety Specialization,https://www.coursera.org/specializations/patient-safety,Health,Patient Care,"Patient Care, Patient Safety, Comprehensive Unit-Based Safety Program (Cusp) Toolkit, Quality Improvement, Systems Thinking, Communication, Healthcare Leadership, Organizational Culture, Project Management, Design Thinking, Change Management, Project Planning, ",4.8,Coursera
Uncommon Sense Teaching Specialization,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,Social Sciences,Education,"social-emotional learning, online teaching, active learning, neurodiversity, Teaching, diversity, inclusive, teaching strategies, Lesson Plan, strategies in teaching, social emotional, teaching online, ",5.0,Coursera
Advanced Business Analytics Specialization,https://www.coursera.org/specializations/data-analytics-business,Business,Business Essentials,"Data Analysis, Data Visualization (DataViz), Mathematical Optimization, SQL, Data Model, Data Quality, Regression Analysis, Data Cleansing, Predictive Modelling, Exploratory Data Analysis, Simulation, Business Analytics, ",4.4,Coursera
Digital Fashion Innovation Specialization,https://www.coursera.org/specializations/digitalfashioninnovation,Business,Business Strategy,"Digital Transformation in Fashion, Digital Fashion Design, Digitalization in Fashion, Fashion Merchandising, Fashion E-Commerce, Digital Collaboration, Sustainable Fashion Production, On-Demand Fashion Design, Blockchain, Artificial Intelligence (A.I.), 3D Fashion Design, Metaverse, ",4.6,Coursera
Competitive Strategy and Organization Design Specialization,https://www.coursera.org/specializations/competitive-strategy,Business,Business Strategy,"Organization Design, Strategic Management, Game Theory, Strategic Thinking, Competition (Economics), Pricing, Marketing, Competitiveness, Business Strategy, Organizational Structure, ",4.8,Coursera
Computer Security and Systems Management Specialization,https://www.coursera.org/specializations/computer-security-systems-management,Information Technology,Security,"Subnetwork, Cybersecurity, Enterprise System, Linux, Information Security (INFOSEC), ",4.7,Coursera
Business English for Non-Native Speakers Specialization,https://www.coursera.org/specializations/business-english-speakers,Business,Business Essentials,"Business Communication, Communication, Business Writing, Writing, Grammar, English Language, ",4.5,Coursera
Cloud Computing Law Specialization,https://www.coursera.org/specializations/cloud-computing-law,Social Sciences,Law,"Cloud Services, General Data Protection Regulation (GDPR), Cybersecurity, Contract Law, Cloud Computing, Intellectual Property, Contract Negotiations, Cybersecurity Regulation, International Transfers of Personal Data, Competition Law, Law Enforcement Access, Tax, ",4.9,Coursera
"Project Management: Tools, Approaches, Behavioural Skills  Specialization",https://www.coursera.org/specializations/project-management-tools-approaches-skills,Business,Leadership and Management,"Planning, Risk Management, Scope (Project Management), controlling, Conflict Management, Project Management, Project Team, Project Planning, Schedule (Project Management), Project Management Triangle, Cost Control, Project Risk Management, ",4.9,Coursera
